age;marital;education;default;balance;housing;loan;y
29;single;tertiary;No;2325;No;No;Yes
48;married;secondary;Yes;-20;No;No;No
32;single;secondary;No;230;Yes;No;Yes
46;divorced;secondary;No;-852;No;Yes;No
31;single;primary;No;-280;No;No;No
53;married;secondary;No;25;No;No;Yes
34;single;tertiary;No;9851;Yes;No;No
48;single;unkNown;No;5095;Yes;No;No
32;married;secondary;No;687;No;No;No
31;married;secondary;No;1368;Yes;No;No
27;single;primary;No;-179;Yes;No;No
60;married;secondary;No;-396;Yes;No;No
34;single;tertiary;No;1011;Yes;No;No
52;married;secondary;No;9;No;Yes;No
48;married;secondary;No;1159;Yes;Yes;No
45;married;primary;No;-322;No;No;No
54;divorced;secondary;No;1114;Yes;No;No
52;married;secondary;No;2072;No;No;No
47;married;tertiary;No;459;Yes;No;No
54;married;secondary;No;1157;No;No;No
34;married;secondary;No;8309;Yes;Yes;No
39;single;tertiary;No;1043;No;No;No
46;married;secondary;No;2098;No;No;No
26;single;secondary;No;461;No;No;No
37;single;secondary;No;61;Yes;No;No
47;married;secondary;No;1203;Yes;No;No
35;married;secondary;No;1067;No;Yes;No
57;married;primary;No;0;No;No;No
34;married;tertiary;No;1657;Yes;No;No
47;married;secondary;No;1219;No;No;Yes
27;married;secondary;No;7;Yes;No;No
40;married;secondary;No;-839;Yes;Yes;Yes
39;married;secondary;No;994;No;No;No
36;married;tertiary;No;6;No;No;No
42;single;secondary;No;0;No;No;No
23;single;primary;No;8627;Yes;No;No
34;married;tertiary;No;133;Yes;No;No
34;married;secondary;No;247;Yes;Yes;No
49;married;secondary;No;1114;No;No;No
57;married;primary;No;1592;No;Yes;No
59;married;unkNown;No;0;No;No;No
57;married;tertiary;No;46;No;No;No
34;married;secondary;No;1221;Yes;No;No
61;married;secondary;No;985;No;No;Yes
35;divorced;secondary;No;0;Yes;No;No
42;married;tertiary;No;520;No;No;No
57;married;tertiary;No;10;No;No;No
42;married;secondary;No;2157;Yes;No;No
53;married;secondary;No;6095;Yes;Yes;No
63;married;tertiary;No;133;Yes;No;No
47;married;secondary;No;1121;No;No;No
54;married;secondary;No;88;Yes;No;No
45;married;secondary;No;0;No;No;No
28;single;tertiary;No;-328;Yes;No;No
58;married;secondary;No;610;Yes;No;No
48;single;tertiary;No;414;No;No;No
35;divorced;tertiary;No;0;Yes;No;Yes
37;married;tertiary;No;0;No;No;No
37;married;secondary;No;685;Yes;No;No
37;married;primary;No;22856;No;No;No
25;single;secondary;No;-352;No;No;No
58;married;secondary;No;602;Yes;No;No
52;married;secondary;No;-588;Yes;No;No
19;single;secondary;No;302;No;No;Yes
59;married;secondary;No;5314;Yes;No;No
41;married;secondary;No;64;Yes;Yes;No
34;single;tertiary;No;632;No;No;No
35;single;secondary;No;5731;Yes;No;No
41;married;secondary;No;902;No;No;No
28;single;secondary;No;6307;Yes;No;No
53;divorced;secondary;No;112;No;Yes;No
35;married;secondary;No;0;No;Yes;No
33;single;tertiary;No;621;No;No;No
37;single;secondary;No;435;Yes;No;No
32;married;secondary;No;782;Yes;No;No
32;married;secondary;No;478;Yes;No;No
54;married;unkNown;No;7864;Yes;No;No
44;married;secondary;No;1910;Yes;No;No
36;divorced;tertiary;No;1174;Yes;No;No
56;married;secondary;No;1270;Yes;No;No
30;single;tertiary;No;18;No;No;No
36;married;secondary;No;141;Yes;No;No
43;married;tertiary;No;2886;No;No;No
40;married;secondary;No;2715;Yes;No;No
32;single;tertiary;No;1100;Yes;Yes;No
34;married;secondary;No;516;Yes;Yes;No
37;married;secondary;No;1;No;No;No
28;single;secondary;No;775;No;No;No
35;married;primary;No;634;No;No;No
53;single;secondary;No;5715;No;No;No
60;married;unkNown;No;1088;Yes;No;No
40;married;secondary;No;1532;Yes;Yes;No
57;married;primary;No;75;No;No;No
29;single;secondary;No;103;No;No;No
44;married;primary;No;134;Yes;No;No
41;single;secondary;No;748;No;No;No
47;married;secondary;No;1990;Yes;Yes;No
43;married;tertiary;No;192;No;No;No
37;single;secondary;No;267;No;No;No
34;single;tertiary;No;586;Yes;No;No
30;single;secondary;No;648;Yes;Yes;No
57;divorced;secondary;Yes;25;Yes;No;No
26;single;secondary;No;96;Yes;No;No
34;married;tertiary;No;1116;Yes;No;No
46;divorced;secondary;No;-90;No;Yes;Yes
38;married;tertiary;No;170;Yes;No;Yes
37;single;secondary;No;3665;No;No;Yes
28;single;tertiary;No;2380;No;No;No
57;married;primary;No;179;No;No;No
39;married;tertiary;No;763;Yes;No;Yes
49;married;secondary;No;320;No;No;Yes
38;married;secondary;No;1960;Yes;No;No
27;married;secondary;No;818;Yes;No;No
30;married;secondary;No;2678;Yes;No;No
38;married;tertiary;No;1980;No;No;No
36;married;tertiary;No;1582;No;No;No
38;single;unkNown;No;62;No;No;No
59;married;primary;No;235;No;No;No
37;married;tertiary;No;489;Yes;No;No
29;married;tertiary;No;3931;Yes;No;No
43;married;secondary;No;699;Yes;Yes;Yes
33;married;secondary;No;58;Yes;No;No
54;divorced;secondary;No;1327;No;No;No
55;married;secondary;No;557;No;No;No
32;single;tertiary;No;741;Yes;No;No
48;married;primary;No;3230;Yes;No;No
33;single;tertiary;No;1439;Yes;No;No
46;married;secondary;No;120;Yes;No;No
44;married;tertiary;No;1058;No;No;Yes
47;married;primary;No;881;Yes;No;No
38;married;secondary;No;6728;No;No;Yes
80;married;secondary;No;462;No;No;No
40;married;secondary;No;167;Yes;Yes;No
43;married;tertiary;No;1574;Yes;No;No
32;single;tertiary;No;1625;No;No;Yes
39;married;tertiary;No;562;No;No;No
33;married;secondary;No;9305;Yes;No;No
31;single;secondary;No;35;No;Yes;No
36;single;tertiary;No;0;No;No;No
35;single;tertiary;No;2486;Yes;No;No
25;single;secondary;No;368;No;No;No
33;single;secondary;No;1558;Yes;No;No
23;single;primary;No;8627;Yes;No;No
31;single;tertiary;No;2590;No;No;No
36;married;tertiary;No;0;Yes;Yes;No
44;single;tertiary;No;900;Yes;No;No
31;single;tertiary;No;385;Yes;No;No
55;married;primary;No;1649;Yes;No;No
51;divorced;secondary;No;9228;No;No;Yes
36;married;secondary;No;0;Yes;Yes;No
27;single;tertiary;No;1;No;No;No
40;married;secondary;No;771;Yes;No;No
49;married;secondary;No;280;Yes;No;No
59;married;primary;No;46;No;No;No
32;married;tertiary;No;2431;Yes;No;Yes
42;single;tertiary;No;308;No;No;No
35;divorced;tertiary;No;160;Yes;No;No
29;single;secondary;No;555;Yes;No;No
29;single;secondary;No;778;Yes;No;No
37;single;secondary;No;48;No;No;No
49;married;primary;No;169;Yes;No;No
51;divorced;secondary;No;12;Yes;No;No
61;married;primary;No;848;No;No;No
43;married;secondary;No;481;Yes;No;No
42;married;tertiary;No;12223;Yes;No;No
24;married;secondary;No;-254;Yes;Yes;No
46;married;tertiary;No;1148;No;No;No
23;single;secondary;No;5;No;No;No
26;single;secondary;No;50;Yes;No;No
43;divorced;primary;No;92;Yes;No;No
35;single;tertiary;No;470;Yes;No;Yes
38;married;secondary;No;0;No;No;No
56;divorced;primary;No;109;No;No;No
31;married;secondary;No;440;Yes;No;No
32;single;tertiary;No;0;No;No;Yes
28;single;secondary;No;2685;No;Yes;No
26;divorced;secondary;Yes;-3;Yes;No;No
49;married;tertiary;No;7007;No;No;No
33;married;secondary;No;220;Yes;No;No
80;married;primary;No;1548;No;No;No
40;married;secondary;No;326;Yes;Yes;No
42;divorced;secondary;No;0;Yes;No;No
46;married;secondary;No;123;No;No;No
32;single;tertiary;No;697;No;No;No
37;single;tertiary;No;223;Yes;No;No
32;married;secondary;No;1694;Yes;No;No
53;married;tertiary;No;4446;Yes;No;No
39;married;tertiary;No;894;Yes;No;No
31;divorced;secondary;No;202;Yes;No;No
34;single;tertiary;No;0;No;No;No
44;married;tertiary;No;1707;No;No;No
35;married;secondary;No;13658;Yes;No;No
39;married;secondary;No;406;No;No;No
55;married;secondary;No;96;No;No;No
34;married;secondary;No;0;Yes;No;Yes
39;married;tertiary;No;-276;No;Yes;No
58;married;secondary;No;413;No;No;No
37;married;primary;No;655;Yes;No;No
56;divorced;primary;No;694;No;No;Yes
32;single;secondary;No;10218;Yes;No;No
41;single;tertiary;No;1646;Yes;No;Yes
29;single;tertiary;No;14;No;No;No
44;married;tertiary;No;7635;No;No;No
24;married;secondary;No;9;Yes;No;No
43;single;secondary;No;1029;Yes;No;No
26;married;tertiary;No;2855;No;No;No
39;married;secondary;No;260;Yes;No;No
49;married;secondary;No;2039;Yes;No;Yes
52;divorced;primary;No;-97;Yes;Yes;No
33;married;tertiary;No;1465;No;No;No
30;married;secondary;No;125;Yes;No;No
32;single;tertiary;No;930;No;No;No
27;single;tertiary;No;0;Yes;No;No
58;married;primary;No;73;No;No;No
46;married;primary;No;-35;Yes;No;No
28;single;tertiary;No;1351;No;No;No
39;married;primary;No;1601;Yes;No;No
41;married;unkNown;No;88;Yes;No;No
38;married;secondary;No;435;Yes;No;No
50;divorced;secondary;No;717;Yes;No;No
56;married;secondary;No;705;Yes;No;No
34;married;secondary;No;1553;No;No;No
33;divorced;secondary;No;-131;Yes;No;No
61;married;secondary;No;1191;No;No;Yes
36;single;secondary;No;47;No;Yes;No
34;married;tertiary;No;544;Yes;Yes;No
36;married;secondary;No;688;Yes;No;No
45;married;tertiary;No;242;No;No;Yes
27;single;tertiary;No;118;No;No;No
45;married;secondary;No;-388;Yes;No;No
40;married;tertiary;No;1603;No;No;No
36;single;secondary;No;1511;Yes;No;Yes
46;married;primary;No;147;Yes;No;No
37;married;tertiary;No;836;Yes;No;No
36;married;secondary;No;55;Yes;No;No
37;married;secondary;No;1123;No;Yes;No
22;single;tertiary;No;691;No;No;Yes
51;married;secondary;No;0;No;Yes;No
49;married;secondary;No;12531;No;No;No
35;married;tertiary;No;552;Yes;Yes;No
50;married;primary;No;0;No;No;No
31;married;tertiary;No;309;Yes;Yes;No
47;single;secondary;No;33;Yes;No;No
59;married;secondary;No;681;Yes;No;No
32;married;secondary;No;1787;Yes;No;No
71;married;tertiary;No;14220;Yes;No;Yes
31;single;tertiary;No;12569;No;No;Yes
41;married;primary;No;4;No;No;No
35;married;primary;No;3587;Yes;No;No
36;married;tertiary;No;254;No;No;No
46;divorced;primary;No;1712;No;No;No
46;married;secondary;No;4855;Yes;No;No
47;married;tertiary;No;2408;No;No;No
35;single;tertiary;No;252;Yes;No;No
37;married;secondary;No;346;Yes;No;No
56;married;secondary;No;45;No;No;Yes
46;married;secondary;No;556;Yes;Yes;Yes
44;divorced;tertiary;No;-710;Yes;No;No
48;single;tertiary;No;-551;Yes;No;No
28;single;secondary;No;56;Yes;No;No
38;married;tertiary;No;1514;No;Yes;No
34;single;tertiary;No;178;Yes;No;No
56;married;secondary;No;359;Yes;No;No
55;divorced;secondary;No;1580;No;Yes;Yes
44;divorced;secondary;No;221;No;No;No
38;married;tertiary;No;1161;Yes;No;No
53;married;secondary;No;1278;Yes;No;No
41;single;tertiary;No;982;No;No;No
34;single;secondary;No;16;No;No;Yes
34;single;tertiary;No;1;No;No;No
35;married;secondary;No;128;Yes;No;No
38;single;secondary;No;2543;No;No;Yes
42;married;tertiary;No;42045;No;No;No
56;married;primary;No;828;Yes;No;No
37;divorced;tertiary;No;0;Yes;No;No
47;married;secondary;No;3940;Yes;No;No
29;married;secondary;No;125;Yes;No;No
41;married;tertiary;No;140;Yes;No;No
43;single;secondary;No;593;Yes;No;No
38;married;secondary;No;746;No;No;No
31;married;secondary;No;589;Yes;Yes;No
32;single;tertiary;No;2343;No;No;No
40;married;tertiary;No;294;Yes;No;No
45;married;secondary;No;644;No;Yes;No
43;married;secondary;No;-26;Yes;No;No
27;single;secondary;No;3354;Yes;No;No
33;single;tertiary;No;23;No;No;No
37;married;secondary;No;7;Yes;No;No
60;married;secondary;No;3735;No;No;Yes
51;married;unkNown;No;2094;No;No;Yes
44;married;secondary;No;508;Yes;No;No
48;married;unkNown;No;0;Yes;No;No
57;married;primary;No;93;Yes;No;No
29;single;tertiary;No;0;Yes;No;No
50;married;secondary;No;26394;No;No;No
36;married;secondary;No;-11;Yes;No;No
49;married;tertiary;No;523;Yes;No;Yes
49;married;secondary;Yes;-74;Yes;No;No
35;married;tertiary;No;0;No;No;No
39;single;secondary;No;122;Yes;No;No
34;married;primary;No;351;No;Yes;No
57;married;secondary;No;35;No;Yes;No
37;divorced;secondary;No;2610;Yes;No;No
25;single;secondary;No;64;No;No;No
43;married;primary;No;60;No;No;No
37;married;secondary;No;342;Yes;No;No
36;single;tertiary;No;1830;No;No;No
49;divorced;tertiary;No;1904;No;Yes;No
38;single;tertiary;No;16957;Yes;No;No
39;divorced;tertiary;No;26;No;No;No
40;married;tertiary;No;0;No;No;Yes
34;married;secondary;No;79;Yes;No;No
39;married;primary;No;2303;Yes;No;Yes
53;married;secondary;No;65;No;No;No
44;married;tertiary;No;332;Yes;No;No
32;divorced;secondary;No;-399;Yes;No;No
50;divorced;secondary;No;-54;Yes;Yes;Yes
29;married;primary;No;-102;No;No;No
55;married;tertiary;No;4809;Yes;No;No
73;married;primary;No;279;No;No;Yes
52;married;secondary;No;11;Yes;No;No
49;married;secondary;No;2201;Yes;No;No
63;married;primary;No;8044;No;No;No
34;married;secondary;No;2374;Yes;No;Yes
32;single;secondary;No;92;Yes;No;No
49;married;tertiary;No;443;No;No;No
40;married;primary;No;1397;Yes;No;No
53;married;unkNown;No;7;No;No;No
53;married;tertiary;No;3177;No;No;No
43;married;primary;No;232;No;Yes;No
35;single;secondary;No;81;Yes;No;No
35;single;secondary;No;414;Yes;No;No
25;single;tertiary;No;1433;Yes;No;No
31;single;unkNown;No;187;No;No;No
48;married;tertiary;No;0;No;No;No
40;married;secondary;No;4610;No;No;No
46;married;primary;No;1429;Yes;No;No
30;single;secondary;No;334;No;No;No
47;married;secondary;No;2;No;Yes;No
23;single;secondary;No;500;Yes;No;No
29;married;tertiary;No;43;Yes;No;No
38;married;secondary;No;4030;Yes;No;No
56;married;primary;No;306;No;Yes;No
52;married;secondary;No;0;No;No;No
55;married;secondary;No;168;No;No;No
43;married;tertiary;No;210;No;No;No
34;married;secondary;No;518;Yes;No;No
43;single;tertiary;No;1696;Yes;No;Yes
55;married;secondary;No;-31;No;Yes;No
34;married;secondary;No;856;Yes;No;No
34;single;tertiary;No;318;Yes;No;No
43;married;tertiary;No;64;No;No;No
39;married;primary;No;800;Yes;No;No
39;single;unkNown;No;75;No;No;No
34;single;secondary;No;347;Yes;No;No
55;married;tertiary;No;2366;Yes;Yes;No
67;married;tertiary;No;701;No;No;Yes
34;married;tertiary;No;475;Yes;Yes;No
47;married;secondary;No;3285;No;No;No
33;married;primary;No;925;No;No;No
45;married;secondary;No;128;No;Yes;No
36;married;secondary;No;1587;Yes;No;No
59;divorced;secondary;No;879;Yes;No;No
33;married;secondary;No;478;No;No;Yes
52;divorced;secondary;No;280;No;No;No
53;married;primary;No;1868;No;No;No
41;married;primary;No;819;No;No;No
45;married;secondary;No;4646;Yes;No;No
60;single;secondary;No;27;No;No;No
32;married;secondary;No;736;Yes;No;No
28;single;tertiary;No;224;Yes;No;No
31;single;secondary;No;2544;No;No;Yes
53;married;secondary;No;427;No;Yes;No
58;married;tertiary;No;2764;No;No;No
38;married;secondary;No;376;Yes;No;No
46;married;tertiary;No;523;Yes;No;No
53;married;tertiary;No;71;No;Yes;No
56;married;secondary;No;3948;No;No;No
52;single;secondary;No;1810;No;No;No
38;married;secondary;No;994;No;No;No
37;married;primary;No;52;Yes;No;No
37;married;primary;No;11;No;No;No
37;married;secondary;Yes;0;No;No;No
66;married;primary;No;747;No;No;No
44;married;primary;No;2657;Yes;No;No
61;married;secondary;No;313;No;Yes;No
34;married;secondary;No;61;No;Yes;No
33;single;secondary;No;2557;Yes;No;No
30;divorced;secondary;No;0;Yes;No;No
27;divorced;secondary;No;10;Yes;No;No
37;married;secondary;No;658;Yes;No;No
38;married;primary;No;1679;Yes;No;No
35;single;tertiary;No;0;No;Yes;No
50;married;secondary;No;841;Yes;No;No
39;married;secondary;No;0;Yes;No;No
35;married;secondary;No;1160;Yes;No;No
36;divorced;secondary;No;-37;Yes;No;No
28;single;secondary;No;94;Yes;No;No
39;married;tertiary;No;585;Yes;No;No
39;married;secondary;No;235;No;No;No
30;single;secondary;No;2145;Yes;No;Yes
32;married;secondary;No;1464;Yes;No;No
28;married;secondary;No;232;Yes;Yes;No
47;married;primary;No;187;Yes;No;No
53;married;tertiary;No;12;No;No;No
57;married;primary;No;318;Yes;No;No
47;married;secondary;No;405;No;Yes;Yes
56;married;tertiary;No;334;Yes;No;No
38;married;primary;No;0;Yes;No;No
52;married;primary;No;2;No;No;No
46;married;secondary;No;966;Yes;Yes;No
57;married;primary;Yes;195;No;Yes;No
42;divorced;unkNown;No;0;No;No;No
57;married;secondary;No;0;No;No;No
51;married;secondary;No;260;No;No;No
53;married;tertiary;No;451;Yes;No;No
37;married;primary;No;3242;Yes;No;No
47;divorced;secondary;No;8515;Yes;No;No
48;married;tertiary;No;1808;Yes;No;Yes
39;married;primary;No;20;Yes;No;No
42;married;secondary;No;3068;Yes;Yes;No
36;married;tertiary;No;23;No;No;No
34;single;secondary;No;1076;No;No;No
61;married;primary;No;1060;Yes;No;No
32;single;secondary;No;678;Yes;No;Yes
35;single;primary;No;1147;Yes;Yes;No
54;married;secondary;No;-630;No;No;No
31;married;tertiary;No;459;No;No;No
45;divorced;secondary;No;976;Yes;No;No
32;married;tertiary;No;357;Yes;No;No
52;married;secondary;No;-9;No;No;No
36;single;secondary;No;1927;Yes;No;No
31;married;secondary;No;500;Yes;No;No
53;married;secondary;No;9146;No;No;No
43;married;secondary;No;59;No;No;No
47;married;primary;No;0;No;No;No
46;married;primary;No;328;Yes;No;No
34;divorced;secondary;No;291;No;No;No
55;single;tertiary;No;-703;Yes;No;No
23;single;secondary;No;589;Yes;No;No
75;married;secondary;No;6053;No;No;No
58;married;secondary;No;1142;No;No;No
35;married;secondary;No;725;Yes;No;No
27;married;tertiary;No;802;No;No;Yes
24;married;secondary;No;556;Yes;No;Yes
48;married;secondary;No;191;Yes;No;No
31;single;secondary;No;373;No;No;No
57;married;secondary;No;6164;No;No;No
53;married;tertiary;No;37;No;No;No
42;married;primary;No;1156;Yes;No;No
50;married;secondary;No;806;Yes;Yes;No
59;married;secondary;No;2381;No;No;No
38;married;secondary;No;-314;Yes;No;No
39;married;secondary;No;285;Yes;Yes;No
28;single;primary;No;1199;Yes;No;No
55;divorced;tertiary;No;481;Yes;No;No
33;single;tertiary;No;137;No;No;No
36;single;secondary;No;168;Yes;No;No
38;divorced;secondary;No;156;Yes;No;No
28;single;secondary;No;4745;No;No;Yes
32;single;tertiary;No;11797;Yes;No;No
35;married;secondary;No;786;No;Yes;No
58;married;primary;No;4015;No;No;No
30;married;secondary;No;0;Yes;No;No
33;married;secondary;No;331;Yes;No;No
36;married;secondary;No;1554;Yes;No;No
32;married;secondary;No;132;Yes;Yes;No
34;single;tertiary;No;5086;No;No;Yes
42;married;secondary;No;529;Yes;Yes;No
41;married;tertiary;No;4824;No;Yes;No
63;married;secondary;No;474;No;No;Yes
38;divorced;tertiary;No;86;Yes;No;No
54;married;primary;No;2281;Yes;No;No
39;married;secondary;No;186;Yes;No;No
46;married;secondary;No;137;No;No;No
37;married;tertiary;No;6968;No;No;No
76;divorced;primary;No;86;No;No;No
28;single;unkNown;No;81;No;Yes;No
33;married;primary;No;6904;No;No;No
46;married;tertiary;No;137;Yes;Yes;No
30;single;secondary;No;25;No;No;No
60;married;tertiary;No;759;No;No;No
56;married;tertiary;No;1922;Yes;No;No
24;single;unkNown;No;3298;Yes;No;No
58;married;secondary;No;764;No;No;No
79;married;primary;No;8556;No;No;Yes
32;married;secondary;No;3514;Yes;No;No
33;married;primary;No;0;Yes;No;No
77;married;primary;No;680;No;No;No
60;married;primary;No;0;No;Yes;No
54;married;tertiary;No;2819;No;No;No
30;married;primary;No;-518;Yes;Yes;No
50;married;secondary;No;60;No;Yes;No
50;married;secondary;No;732;No;No;No
37;married;secondary;No;2707;Yes;No;No
41;married;tertiary;No;177;Yes;No;No
49;married;secondary;No;13229;No;Yes;No
41;married;primary;No;-204;Yes;Yes;No
40;married;secondary;No;990;Yes;No;No
38;married;secondary;No;648;Yes;No;No
34;married;secondary;No;50;No;No;No
49;married;secondary;No;1916;No;Yes;No
72;married;primary;No;763;No;No;Yes
34;married;secondary;No;470;Yes;Yes;No
31;married;secondary;No;0;No;Yes;No
33;single;secondary;No;5739;Yes;Yes;No
31;married;tertiary;No;0;No;No;No
55;married;tertiary;No;-375;No;No;Yes
25;married;secondary;No;157;Yes;No;No
34;married;tertiary;No;1518;Yes;No;No
53;married;tertiary;No;1343;No;No;No
39;single;tertiary;Yes;-401;Yes;No;No
41;married;primary;No;5310;Yes;No;Yes
32;single;secondary;No;2285;Yes;No;No
29;married;secondary;No;22171;Yes;No;No
56;married;tertiary;No;856;Yes;Yes;No
19;single;unkNown;No;1169;No;No;No
39;single;tertiary;No;3797;No;No;No
32;single;secondary;No;53;Yes;No;No
43;married;primary;No;2519;Yes;No;No
32;married;primary;No;795;No;No;No
53;divorced;secondary;No;0;Yes;Yes;No
52;married;secondary;No;2087;Yes;No;Yes
43;single;secondary;No;34;No;No;No
48;married;secondary;No;5;No;No;No
27;single;secondary;No;15;Yes;No;No
27;single;tertiary;No;390;No;No;No
51;married;unkNown;No;712;No;No;No
39;single;tertiary;No;2600;Yes;No;No
33;married;secondary;No;-241;Yes;Yes;No
50;divorced;primary;No;1545;Yes;No;No
59;divorced;secondary;No;1026;No;No;Yes
58;married;primary;No;435;Yes;No;No
54;married;tertiary;No;876;No;No;Yes
60;married;secondary;No;1801;No;No;No
38;married;tertiary;No;2278;Yes;Yes;No
39;married;unkNown;No;157;Yes;No;No
40;married;secondary;No;1327;Yes;Yes;No
55;married;primary;No;284;No;Yes;No
36;married;tertiary;No;495;No;No;Yes
31;single;secondary;No;1588;Yes;No;No
38;married;secondary;No;0;Yes;No;No
52;married;secondary;No;428;Yes;No;No
45;married;primary;No;542;No;No;No
32;married;primary;No;66;No;No;No
58;divorced;secondary;No;314;No;No;No
35;married;tertiary;No;24;Yes;No;No
36;single;tertiary;No;613;No;No;No
55;married;secondary;No;1467;No;Yes;No
45;married;secondary;No;192;Yes;No;No
49;married;secondary;No;321;No;No;No
44;married;secondary;No;788;Yes;No;No
37;divorced;secondary;No;48;Yes;No;No
35;married;secondary;No;262;No;No;No
36;married;secondary;No;4438;Yes;No;Yes
44;single;secondary;No;5045;Yes;No;No
32;single;tertiary;No;3014;Yes;No;No
56;married;tertiary;No;21664;No;No;No
32;married;tertiary;No;5878;No;No;No
35;married;tertiary;No;2723;Yes;Yes;No
44;married;secondary;No;576;Yes;No;No
59;married;primary;No;0;No;No;No
31;single;tertiary;No;2197;Yes;No;No
60;married;unkNown;No;104;Yes;No;No
33;single;secondary;No;1279;Yes;No;No
45;married;secondary;No;295;Yes;No;No
45;married;primary;No;2128;Yes;No;No
57;married;secondary;No;367;No;No;No
36;married;tertiary;No;1477;No;No;No
30;single;primary;No;71;Yes;No;No
30;single;secondary;No;127;Yes;No;No
59;divorced;secondary;No;2921;No;No;No
58;married;tertiary;No;16264;No;No;No
49;married;primary;No;1672;No;No;No
48;married;tertiary;No;9207;No;No;No
28;single;tertiary;No;356;No;No;No
59;divorced;primary;No;133;Yes;No;No
40;married;tertiary;No;1217;Yes;Yes;No
32;divorced;secondary;No;202;Yes;No;No
58;married;secondary;No;590;No;Yes;No
28;single;tertiary;No;442;No;No;Yes
27;single;tertiary;No;808;Yes;No;No
38;single;tertiary;No;427;Yes;No;No
53;married;tertiary;No;431;Yes;No;No
60;married;tertiary;No;4256;Yes;No;Yes
33;divorced;tertiary;No;0;Yes;Yes;No
52;divorced;secondary;No;238;Yes;No;No
64;married;tertiary;No;846;No;No;Yes
40;single;secondary;No;3;No;No;Yes
52;married;secondary;No;693;No;No;No
28;single;secondary;No;0;Yes;No;No
49;married;secondary;No;362;Yes;No;No
28;single;secondary;No;618;Yes;No;No
29;single;tertiary;No;2893;Yes;No;No
87;married;primary;No;230;No;No;Yes
37;divorced;secondary;No;1287;Yes;No;No
36;married;primary;No;179;No;No;No
35;married;tertiary;No;980;No;No;No
33;married;tertiary;No;79;Yes;No;Yes
60;married;secondary;No;3043;No;No;No
25;single;tertiary;No;808;No;No;Yes
69;married;secondary;No;745;No;No;No
41;married;secondary;No;1309;No;No;No
48;single;secondary;No;290;Yes;No;No
35;divorced;primary;No;1792;Yes;No;Yes
30;single;secondary;No;178;Yes;No;No
59;married;tertiary;No;0;No;No;No
32;single;tertiary;No;537;No;No;No
28;single;secondary;No;416;Yes;No;No
60;married;primary;No;1472;No;No;No
36;married;primary;No;3953;Yes;No;No
32;single;tertiary;No;112;Yes;No;No
34;divorced;tertiary;No;13204;Yes;Yes;No
58;married;secondary;No;0;No;Yes;No
53;married;unkNown;No;2240;Yes;No;Yes
31;married;tertiary;No;22546;Yes;No;No
33;married;secondary;No;0;Yes;No;Yes
46;divorced;primary;No;23;No;No;No
29;married;secondary;No;228;Yes;No;No
37;married;secondary;No;215;Yes;No;No
58;married;primary;No;23;Yes;No;No
34;married;secondary;No;293;Yes;No;No
34;divorced;secondary;No;0;No;Yes;No
49;married;primary;No;199;No;No;No
53;married;secondary;No;459;No;No;Yes
42;married;secondary;No;8131;Yes;No;No
40;married;secondary;No;-378;Yes;Yes;No
30;single;primary;No;395;No;No;No
31;divorced;secondary;No;10787;Yes;No;No
55;married;secondary;No;865;Yes;No;No
36;married;tertiary;No;340;Yes;No;No
31;single;secondary;No;1882;No;No;No
26;married;tertiary;No;265;No;No;No
31;married;secondary;No;389;Yes;No;No
49;married;secondary;No;0;Yes;Yes;No
54;married;tertiary;No;384;Yes;No;No
47;divorced;tertiary;No;94;Yes;No;No
61;married;secondary;No;1471;No;No;No
49;married;primary;No;937;Yes;No;No
51;married;secondary;No;500;Yes;No;No
53;married;primary;No;25;Yes;No;No
35;married;tertiary;No;365;No;No;No
25;single;secondary;No;34;No;Yes;No
79;married;primary;No;429;No;No;Yes
53;married;primary;No;6839;Yes;No;No
21;single;secondary;No;6;No;No;No
33;married;secondary;No;467;Yes;No;No
40;divorced;secondary;No;1876;No;Yes;No
34;married;secondary;No;1847;Yes;No;No
52;married;primary;No;247;No;No;No
27;married;secondary;No;897;No;No;Yes
57;divorced;secondary;No;4664;No;No;No
51;divorced;secondary;No;1291;Yes;No;No
31;single;tertiary;No;64;No;No;No
49;married;tertiary;No;-471;Yes;No;No
32;single;tertiary;No;1160;Yes;Yes;No
28;single;tertiary;No;14;No;No;No
33;married;secondary;No;26;Yes;No;No
50;married;unkNown;No;452;No;No;No
42;single;secondary;No;382;Yes;No;No
45;married;unkNown;No;2033;No;No;No
34;married;secondary;No;0;Yes;No;No
56;divorced;unkNown;No;789;Yes;No;No
33;single;secondary;No;142;Yes;No;No
34;married;secondary;No;645;Yes;No;No
37;married;unkNown;No;897;Yes;No;No
37;married;secondary;No;103;Yes;No;No
35;single;secondary;No;847;Yes;No;No
38;single;tertiary;No;0;No;No;Yes
32;married;secondary;No;517;Yes;No;No
52;single;tertiary;No;1308;Yes;No;No
49;married;secondary;No;66;Yes;Yes;No
46;divorced;secondary;No;361;Yes;No;No
42;married;primary;Yes;66;Yes;Yes;No
36;married;unkNown;No;70;Yes;No;No
32;married;secondary;No;180;Yes;No;No
49;married;tertiary;No;279;Yes;No;No
46;married;secondary;No;4;No;No;Yes
40;married;secondary;No;1416;Yes;No;No
36;married;secondary;No;465;Yes;No;No
36;married;secondary;No;998;Yes;No;No
34;married;secondary;No;550;No;Yes;No
46;married;tertiary;No;1285;Yes;No;No
32;married;tertiary;No;4908;No;Yes;No
